MET1315_Count	MET1323_Count	MET1325_Count	MET1950_Count	MET1951_Count	MET1952_Count	MET1954_Count	MET1955_Count	MET1956_Count	MET1958_Count	MET1959_Count	MET1960_Count	MET1966_Count	MET1967_Count	MET1968_Count	MET1970_Count	MET1971_Count	MET1972_Count	MET1974_Count	MET1975_Count	MET1976_Count	MET1982_Count	MET1983_Count	MET1984_Count	MET1986_Count	MET1987_Count	MET1988_Count	ARG_family	TotMarkerLength
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA22904_1|ARO_3000578|CcrA_beta-lactamase__Bacteroides_fragilis_	233
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA23018_1|ARO_3004454|Campylobacter_coli_chloramphenicol_acetyltransferase__Campylobacter_coli_	96
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.295848561	0	0	0	gb|AAA23033_2|ARO_3000190|tetO__Campylobacter_jejuni_	43
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA23215_1|ARO_3002687|catQ__Clostridium_perfringens_	85
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA24786_1|ARO_3000368|vanC__Enterococcus_gallinarum_	212
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25293_1|ARO_3000192|tetS__Listeria_monocytogenes_	156
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25334_1|ARO_3002543|AAC(3)-IXa__Micromonospora_chalcea_	92
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25550_1|ARO_3003105|dfrA3__Plasmid_pAZ1_	86
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25680_1|ARO_3002595|AAC(6_)-IIb__Pseudomonas_fluorescens_	85
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25683_1|ARO_3002538|AAC(3)-IIIc__Pseudomonas_aeruginosa_	29
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA25717_1|ARO_3002624|ANT(4_)-IIa__Pseudomonas_aeruginosa_	208
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26412_1|ARO_3002642|APH(3_)-Ib__Plasmid_RP4_	120
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26548_1|ARO_3002534|AAC(3)-IIb__Serratia_marcescens_	22
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26549_1|ARO_3002549|AAC(6_)-Ic__Serratia_marcescens_	96
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26615_1|ARO_3004457|Staphylococcus_intermedius_chloramphenicol_acetyltransferase__Staphylococcus_intermedius_	119
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26683_1|ARO_3002840|vatA__Staphylococcus_aureus_	70
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26685_1|ARO_3002542|AAC(3)-VIIIa__Streptomyces_fradiae_	31
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26699_1|ARO_3002649|APH(3_)-Va__Streptomyces_fradiae_	31
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26742_1|ARO_3001304|ErmS__Streptomyces_fradiae_	205
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26775_1|ARO_3003564|EXO_beta-lactamase__Streptomyces_albus_	117
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26793|ARO_3003748|oleC__Streptomyces_antibioticus_	102
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA26832_1|ARO_3002827|tlrC__Streptomyces_fradiae_	117
37	0	0	0	0	0	0	5.829528837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA27471_1|ARO_3000205|tetX__Bacteroides_fragilis_	38
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA50325_1|ARO_3003036|oleB__Streptomyces_antibioticus_	243
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65953_1|ARO_3002919|vanRA__Enterococcus_faecium_	33
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65954_1|ARO_3002931|vanSA__Enterococcus_faecium_	109
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65955_1|ARO_3002942|vanHA__Enterococcus_faecium_	12
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65956_1|ARO_3000010|vanA__Enterococcus_faecium_	68
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65957_1|ARO_3002949|vanXA__Enterococcus_faecium_	33
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65958_1|ARO_3002955|vanYA__Enterococcus_faecium_	47
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA65959_1|ARO_3002962|vanZA__Enterococcus_faecium_	65
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA71915_1|ARO_3000173|tet(E)__Escherichia_coli_	269
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA73865_1|ARO_3002674|Clostridium_butyricum_catB__Clostridium_butyricum_	71
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA74437_1|ARO_3000378|MexB__Pseudomonas_aeruginosa_	50
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA76822_1|ARO_3002654|APH(3_)-VIIa__Campylobacter_jejuni_	250
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA83417_1|ARO_3001407|OXA-12__Aeromonas_sobria_	44
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.245173496	0	0	0	gb|AAA85213_1|ARO_3002866|dfrD__Listeria_monocytogenes_	31
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA86871_1|ARO_3002841|vatB__Staphylococcus_aureus_	43
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA87229_1|ARO_3002558|AAC(6_)-Ik__Acinetobacter_sp__CIP-A165_	22
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA88552_1|ARO_3002541|AAC(3)-VIIa__Streptomyces_rimosus_	33
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA88675_1|ARO_3000498|ErmF__Bacteroides_fragilis_	87
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA98096_1|ARO_3000595|ErmT__Plasmid_pGT633_	28
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.60729949	0	0	gb|AAA98296_1|ARO_3000250|ErmC__Staphylococcus_epidermidis_	38
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA98298_1|ARO_3002545|AAC(6_)-Ia__Plasmid_R_	103
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA98349_1|ARO_3001307|VgbA__Staphylococcus_aureus_	49
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA98406_1|ARO_3001404|OXA-9__Klebsiella_pneumoniae_	182
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA99503_1|ARO_3003250|bcrC__Bacillus_licheniformis_	84
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA99504_1|ARO_3002987|bcrA__Bacillus_licheniformis_	43
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA99505_1|ARO_3002988|bcrB__Bacillus_licheniformis_	129
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAA99931_1|ARO_3003060|tsnR__Streptomyces_laurentii_	124
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05622_1|ARO_3002921|vanRB__Enterococcus_faecalis_	60
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05623_1|ARO_3002932|vanSB__Enterococcus_faecalis_	300
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05624_1|ARO_3002956|vanYB__Enterococcus_faecalis_	171
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05625_1|ARO_3002964|vanWB__Enterococcus_faecalis_	61
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05626_1|ARO_3002943|vanHB__Enterococcus_faecalis_	102
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB05628_1|ARO_3002950|vanXB__Enterococcus_faecalis_	43
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB19430_2|ARO_3002242|CARB-3__Pseudomonas_aeruginosa_	127
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB21326_1|ARO_3002651|APH(3_)-Vc__Micromonospora_chalcea_	104
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB23649_1|ARO_3004460|Vibrio_anguillarum_chloramphenicol_acetyltransferase__Vibrio_anguillarum_	129
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB36568_1|ARO_3002700|cmlv__Streptomyces_venezuelae_ATCC_10712_	58
75	0	0	1.536496242	4.604128131	0	1.629315967	2.024141957	0	4.10932717	2.799976552	0	0	0	0	1.546851681	0	0	2.351734698	1.274562307	0	1.000691237	0	0	4.773165067	0	0	0	gb|AAB39605_1|ARO_3003361|Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A__Planobispora_rosea_	46
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB41059_1|ARO_3002884|iri__Rhodococcus_equi_	82
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB41701_1|ARO_3002526|AAC(2_)-Id__Mycobacterium_smegmatis_str__MC2_155_	68
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB41956_1|ARO_3000800|MexC__Pseudomonas_aeruginosa_	77
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB41957_1|ARO_3000801|MexD__Pseudomonas_aeruginosa_	114
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB41958_1|ARO_3000802|OprJ__Pseudomonas_aeruginosa_	40
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB49832_1|ARO_3002636|APH(2__)-IIIa__Enterococcus_gallinarum_	206
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB51421_1|ARO_3002686|catP__Clostridium_perfringens_	34
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB51440_1|ARO_3002824|ErmV__Streptomyces_viridochromogenes_	36
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB53259_1|ARO_3002671|Lactobacillus_reuteri_cat-TC__Lactobacillus_reuteri_	41
85	0	0	0	2.188208286	0	0	5.59979371	26.66364479	0.845347304	0.695166592	55.33704843	1.482794249	0	0	0	0	0	0	0.316443056	0	0.951198922	1.317558518	12.2233983	0.981908242	0	48.10571712	0.65645061	gb|AAB53445_1|ARO_3002897|SAT-4__Campylobacter_coli_	166
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB57788_1|ARO_3000464|Neisseria_gonorrhoeae_mutant_porin_PIB_(por)_with_reduced_permeability_to_antibiotic__Neisseria_gonorrhoeae_	102
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB58160_1|ARO_3003009|ceoA__Burkholderia_cepacia_	280
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB58161_1|ARO_3003010|ceoB__Burkholderia_cepacia_	102
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB58447_1|ARO_3002662|APH(9)-Ia__Legionella_pneumophila_130b_	109
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB58555_1|ARO_3001413|OXA-18__Pseudomonas_aeruginosa_	171
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB63533_1|ARO_3002556|AAC(6_)-Ii__Enterococcus_faecium_	115
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB66655_1|ARO_3002663|APH(9)-Ib__Streptomyces_netropsis_	208
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB84282_1|ARO_3000181|tet(V)__Mycobacterium_smegmatis_str__MC2_155_	60
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAB95639_1|ARO_3000118|vgaB__Staphylococcus_aureus_	295
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC05822_1|ARO_3002846|arr-1__Mycobacterium_smegmatis_	20
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC09015_1|ARO_3002481|AER-1__Aeromonas_hydrophila_	139
97	0	0	0	0	0	0	0	0	2.714417947	0	8.051477087	0	2.790907174	0	2.043547175	0	0	1.553439433	0	0	0.661007056	0	0	4.729374562	4.063590741	0	6.323606796	gb|AAC23556_1|ARO_3002660|APH(6)-Id__Pseudomonas_aeruginosa_	66
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC28105|ARO_3004118|Vibrio_cholerae_OmpT__Vibrio_cholerae_	196
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC32025_1|ARO_3002650|APH(3_)-Vb__Streptomyces_ribosidificus_	101
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC32026_1|ARO_3002823|ErmH__Streptomyces_thermotolerans_	266
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC32027_1|ARO_3002817|carA__Streptomyces_thermotolerans_	95
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC36915_1|ARO_3000593|ErmQ__Clostridium_perfringens_	248
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC36944_1|ARO_3003006|blt__Bacillus_subtilis_subsp__subtilis_str__168_	50
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC37034_1|ARO_3000522|ErmG__Bacteroides_thetaiotaomicron_	68
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC41392_1|ARO_3002557|AAC(6_)-Ij__Acinetobacter_genomosp__13_	66
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC43550_1|ARO_3003967|lrfA__Mycobacterium_smegmatis_str__MC2_155_	109
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC43969_1|ARO_3003037|opcM__Burkholderia_cepacia_	39
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC44793_1|ARO_3002524|AAC(2_)-Ib__Mycobacterium_fortuitum_	18
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC60780_1|ARO_3003049|rosB__Yersinia_enterocolitica_(type_O_8)_	59
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC60781_1|ARO_3003048|rosA__Yersinia_enterocolitica_(type_O_8)_	65
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC61670_1|ARO_3001308|VgbB__Staphylococcus_cohnii_	21
112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC61671_1|ARO_3002842|vatC__Staphylococcus_cohnii_	95
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC64365_1|ARO_3000230|ANT(2__)-Ia__Pseudomonas_aeruginosa_	99
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC69327_1|ARO_3000598|Erm(31)__Streptomyces_venezuelae_	179
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC69328_1|ARO_3001265|Erm(30)__Streptomyces_venezuelae_	210
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC72341_1|ARO_3000182|tet(Y)__IncQ_plasmid_pIE1120_	291
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC74149_2|ARO_3001216|mdtH__Escherichia_coli_str__K-12_substr__MG1655_	9
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC74603_2|ARO_3003378|Escherichia_coli_marR_mutant_conferring_antibiotic_resistance__Escherichia_coli_str__K-12_substr__MG1655_	28
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75089_1|ARO_3003577|ugd__Escherichia_coli_str__K-12_substr__MG1655_	102
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75135_2|ARO_3000792|mdtA__Escherichia_coli_str__K-12_substr__MG1655_	102
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75136_1|ARO_3000793|mdtB__Escherichia_coli_str__K-12_substr__MG1655_	33
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75137_1|ARO_3000794|mdtC__Escherichia_coli_str__K-12_substr__MG1655_	33
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667502123	0	0	0.611789907	0	0	0	0	0	0	0	0	gb|AAC75314_1|ARO_3003578|pmrF__Escherichia_coli_str__K-12_substr__MG1655_	17
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75429_1|ARO_3000833|evgS__Escherichia_coli_str__K-12_substr__MG1655_	34
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC75733_1|ARO_3000074|emrB__Escherichia_coli_str__K-12_substr__MG1655_	34
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76055_1|ARO_3003308|Escherichia_coli_parC_conferring_resistance_to_fluoroquinolone__Escherichia_coli_str__K-12_substr__MG1655_	33
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76093_1|ARO_3002986|bacA__Escherichia_coli_str__K-12_substr__MG1655_	102
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76296_1|ARO_3000656|acrS__Escherichia_coli_str__K-12_substr__MG1655_	117
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76297_1|ARO_3000499|acrE__Escherichia_coli_str__K-12_substr__MG1655_	102
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76298_1|ARO_3000502|acrF__Escherichia_coli_str__K-12_substr__MG1655_	102
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC76539_1|ARO_3000796|mdtF__Escherichia_coli_str__K-12_substr__MG1655_	102
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gb|AAC77033_1|ARO_3003381|Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance__Escherichia_coli_str__K-12_substr__MG1655_	26
